0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,language
c,a,u,s,e,.,.,.,.,.,.,.,.,.,.,.,english
m,e,t,.,.,.,.,.,.,.,.,.,.,.,.,.,english
e,v,e,n,i,n,g,.,.,.,.,.,.,.,.,.,english
r,e,t,u,r,n,e,d,.,.,.,.,.,.,.,.,english
f,i,v,e,.,.,.,.,.,.,.,.,.,.,.,.,english
s,t,r,o,n,g,.,.,.,.,.,.,.,.,.,.,english
a,b,l,e,.,.,.,.,.,.,.,.,.,.,.,.,english
f,r,e,n,c,h,.,.,.,.,.,.,.,.,.,.,english
l,i,v,e,.,.,.,.,.,.,.,.,.,.,.,.,english
l,a,d,y,.,.,.,.,.,.,.,.,.,.,.,.,english
s,u,b,j,e,c,t,.,.,.,.,.,.,.,.,.,english
s,n,.,.,.,.,.,.,.,.,.,.,.,.,.,.,english
a,n,s,w,e,r,.,.,.,.,.,.,.,.,.,.,english
s,e,a,.,.,.,.,.,.,.,.,.,.,.,.,.,english
f,e,a,r,.,.,.,.,.,.,.,.,.,.,.,.,english
u,n,d,e,r,s,t,a,n,d,.,.,.,.,.,.,english
h,a,r,d,.,.,.,.,.,.,.,.,.,.,.,.,english
t,e,r,m,s,.,.,.,.,.,.,.,.,.,.,.,english
d,o,u,b,t,.,.,.,.,.,.,.,.,.,.,.,english
a,r,o,u,n,d,.,.,.,.,.,.,.,.,.,.,english
a,s,k,.,.,.,.,.,.,.,.,.,.,.,.,.,english
a,r,m,s,.,.,.,.,.,.,.,.,.,.,.,.,english
t,u,r,n,.,.,.,.,.,.,.,.,.,.,.,.,english
s,e,n,s,e,.,.,.,.,.,.,.,.,.,.,.,english
s,e,e,m,s,.,.,.,.,.,.,.,.,.,.,.,english
b,l,a,c,k,.,.,.,.,.,.,.,.,.,.,.,english
b,r,i,n,g,.,.,.,.,.,.,.,.,.,.,.,english
f,o,l,l,o,w,e,d,.,.,.,.,.,.,.,.,english
b,e,a,u,t,i,f,u,l,.,.,.,.,.,.,.,english
c,l,o,s,e,.,.,.,.,.,.,.,.,.,.,.,english
d,a,r,k,.,.,.,.,.,.,.,.,.,.,.,.,english
h,o,l,d,.,.,.,.,.,.,.,.,.,.,.,.,english
c,h,a,r,a,c,t,e,r,.,.,.,.,.,.,.,english
s,o,r,t,.,.,.,.,.,.,.,.,.,.,.,.,english
s,i,g,h,t,.,.,.,.,.,.,.,.,.,.,.,english
t,e,n,.,.,.,.,.,.,.,.,.,.,.,.,.,english
s,h,o,w,.,.,.,.,.,.,.,.,.,.,.,.,english
p,a,r,t,y,.,.,.,.,.,.,.,.,.,.,.,english
f,i,n,e,.,.,.,.,.,.,.,.,.,.,.,.,english
y,e,.,.,.,.,.,.,.,.,.,.,.,.,.,.,english
r,e,a,d,y,.,.,.,.,.,.,.,.,.,.,.,english
s,t,o,r,y,.,.,.,.,.,.,.,.,.,.,.,english
c,o,m,m,o,n,.,.,.,.,.,.,.,.,.,.,english
b,o,o,k,.,.,.,.,.,.,.,.,.,.,.,.,english
e,l,e,c,t,r,o,n,i,c,.,.,.,.,.,.,english
t,a,l,k,.,.,.,.,.,.,.,.,.,.,.,.,english
a,c,c,o,u,n,t,.,.,.,.,.,.,.,.,.,english
m,a,r,k,.,.,.,.,.,.,.,.,.,.,.,.,english
i,n,t,e,r,e,s,t,.,.,.,.,.,.,.,.,english
w,r,i,t,t,e,n,.,.,.,.,.,.,.,.,.,english
b,e,d,.,.,.,.,.,.,.,.,.,.,.,.,.,english
n,e,c,e,s,s,a,r,y,.,.,.,.,.,.,.,english
a,g,e,.,.,.,.,.,.,.,.,.,.,.,.,.,english
e,l,s,e,.,.,.,.,.,.,.,.,.,.,.,.,english
f,o,r,c,e,.,.,.,.,.,.,.,.,.,.,.,english
i,d,e,a,.,.,.,.,.,.,.,.,.,.,.,.,english
l,o,n,g,e,r,.,.,.,.,.,.,.,.,.,.,english
a,r,t,.,.,.,.,.,.,.,.,.,.,.,.,.,english
s,p,o,k,e,.,.,.,.,.,.,.,.,.,.,.,english
a,c,r,o,s,s,.,.,.,.,.,.,.,.,.,.,english
b,r,o,t,h,e,r,.,.,.,.,.,.,.,.,.,english
e,a,r,l,y,.,.,.,.,.,.,.,.,.,.,.,english
o,u,g,h,t,.,.,.,.,.,.,.,.,.,.,.,english
s,o,m,e,t,i,m,e,s,.,.,.,.,.,.,.,english
l,i,n,e,.,.,.,.,.,.,.,.,.,.,.,.,english
s,a,y,i,n,g,.,.,.,.,.,.,.,.,.,.,english
t,a,b,l,e,.,.,.,.,.,.,.,.,.,.,.,english
a,p,p,e,a,r,e,d,.,.,.,.,.,.,.,.,english
r,i,v,e,r,.,.,.,.,.,.,.,.,.,.,.,english
c,o,n,t,i,n,u,e,d,.,.,.,.,.,.,.,english
e,y,e,.,.,.,.,.,.,.,.,.,.,.,.,.,english
e,t,y,.,.,.,.,.,.,.,.,.,.,.,.,.,english
s,u,n,.,.,.,.,.,.,.,.,.,.,.,.,.,english
i,n,f,o,r,m,a,t,i,o,n,.,.,.,.,.,english
l,a,t,e,r,.,.,.,.,.,.,.,.,.,.,.,english
e,v,e,r,y,t,h,i,n,g,.,.,.,.,.,.,english
r,e,a,c,h,e,d,.,.,.,.,.,.,.,.,.,english
s,u,d,d,e,n,l,y,.,.,.,.,.,.,.,.,english
p,a,s,t,.,.,.,.,.,.,.,.,.,.,.,.,english
h,o,u,r,s,.,.,.,.,.,.,.,.,.,.,.,english
s,t,r,a,n,g,e,.,.,.,.,.,.,.,.,.,english
d,e,e,p,.,.,.,.,.,.,.,.,.,.,.,.,english
c,h,a,n,g,e,.,.,.,.,.,.,.,.,.,.,english
m,i,l,e,s,.,.,.,.,.,.,.,.,.,.,.,english
f,e,e,l,i,n,g,.,.,.,.,.,.,.,.,.,english
a,c,t,.,.,.,.,.,.,.,.,.,.,.,.,.,english
m,e,e,t,.,.,.,.,.,.,.,.,.,.,.,.,english
p,a,i,d,.,.,.,.,.,.,.,.,.,.,.,.,english
f,u,r,t,h,e,r,.,.,.,.,.,.,.,.,.,english
p,u,r,p,o,s,e,.,.,.,.,.,.,.,.,.,english
h,a,p,p,y,.,.,.,.,.,.,.,.,.,.,.,english
a,d,d,e,d,.,.,.,.,.,.,.,.,.,.,.,english
s,e,e,m,.,.,.,.,.,.,.,.,.,.,.,.,english
t,a,k,i,n,g,.,.,.,.,.,.,.,.,.,.,english
b,l,o,o,d,.,.,.,.,.,.,.,.,.,.,.,english
r,o,s,e,.,.,.,.,.,.,.,.,.,.,.,.,english
s,o,u,t,h,.,.,.,.,.,.,.,.,.,.,.,english
b,e,y,o,n,d,.,.,.,.,.,.,.,.,.,.,english
c,o,l,d,.,.,.,.,.,.,.,.,.,.,.,.,english
n,e,i,t,h,e,r,.,.,.,.,.,.,.,.,.,english
f,o,r,w,a,r,d,.,.,.,.,.,.,.,.,.,english
v,i,e,w,.,.,.,.,.,.,.,.,.,.,.,.,english
p,o,s,i,t,i,o,n,.,.,.,.,.,.,.,.,english
s,o,u,n,d,.,.,.,.,.,.,.,.,.,.,.,english
n,o,n,e,.,.,.,.,.,.,.,.,.,.,.,.,english
e,n,t,e,r,e,d,.,.,.,.,.,.,.,.,.,english
c,l,e,a,r,.,.,.,.,.,.,.,.,.,.,.,english
r,o,a,d,.,.,.,.,.,.,.,.,.,.,.,.,english
l,a,t,e,.,.,.,.,.,.,.,.,.,.,.,.,english
s,t,a,n,d,.,.,.,.,.,.,.,.,.,.,.,english
s,u,p,p,o,s,e,.,.,.,.,.,.,.,.,.,english
l,a,.,.,.,.,.,.,.,.,.,.,.,.,.,.,english
d,a,u,g,h,t,e,r,.,.,.,.,.,.,.,.,english
r,e,a,l,.,.,.,.,.,.,.,.,.,.,.,.,english
n,e,a,r,l,y,.,.,.,.,.,.,.,.,.,.,english
m,i,n,e,.,.,.,.,.,.,.,.,.,.,.,.,english
l,a,w,s,.,.,.,.,.,.,.,.,.,.,.,.,english
k,n,o,w,l,e,d,g,e,.,.,.,.,.,.,.,english
c,o,m,e,s,.,.,.,.,.,.,.,.,.,.,.,english
t,o,w,a,r,d,.,.,.,.,.,.,.,.,.,.,english
b,a,d,.,.,.,.,.,.,.,.,.,.,.,.,.,english
c,u,t,.,.,.,.,.,.,.,.,.,.,.,.,.,english
c,o,p,y,.,.,.,.,.,.,.,.,.,.,.,.,english
h,u,s,b,a,n,d,.,.,.,.,.,.,.,.,.,english
s,i,x,.,.,.,.,.,.,.,.,.,.,.,.,.,english
f,r,a,n,c,e,.,.,.,.,.,.,.,.,.,.,english
l,i,v,i,n,g,.,.,.,.,.,.,.,.,.,.,english
p,e,a,c,e,.,.,.,.,.,.,.,.,.,.,.,english
l,o,w,.,.,.,.,.,.,.,.,.,.,.,.,.,english
n,o,r,t,h,.,.,.,.,.,.,.,.,.,.,.,english
r,e,m,e,m,b,e,r,.,.,.,.,.,.,.,.,english
e,f,f,e,c,t,.,.,.,.,.,.,.,.,.,.,english
n,a,t,u,r,a,l,.,.,.,.,.,.,.,.,.,english
p,r,e,t,t,y,.,.,.,.,.,.,.,.,.,.,english
f,a,l,l,.,.,.,.,.,.,.,.,.,.,.,.,english
f,a,i,r,.,.,.,.,.,.,.,.,.,.,.,.,english
s,e,r,v,i,c,e,.,.,.,.,.,.,.,.,.,english
b,e,l,o,w,.,.,.,.,.,.,.,.,.,.,.,english
e,x,c,e,p,t,.,.,.,.,.,.,.,.,.,.,english
a,m,e,r,i,c,a,n,.,.,.,.,.,.,.,.,english
h,a,i,r,.,.,.,.,.,.,.,.,.,.,.,.,english
l,o,n,d,o,n,.,.,.,.,.,.,.,.,.,.,english
l,a,i,d,.,.,.,.,.,.,.,.,.,.,.,.,english
p,a,s,s,.,.,.,.,.,.,.,.,.,.,.,.,english
l,e,d,.,.,.,.,.,.,.,.,.,.,.,.,.,english
c,o,p,y,r,i,g,h,t,.,.,.,.,.,.,.,english
d,o,i,n,g,.,.,.,.,.,.,.,.,.,.,.,english
a,r,m,y,.,.,.,.,.,.,.,.,.,.,.,.,english
r,u,n,.,.,.,.,.,.,.,.,.,.,.,.,.,english
h,o,r,s,e,.,.,.,.,.,.,.,.,.,.,.,english
f,u,t,u,r,e,.,.,.,.,.,.,.,.,.,.,english
o,p,e,n,e,d,.,.,.,.,.,.,.,.,.,.,english
p,l,e,a,s,u,r,e,.,.,.,.,.,.,.,.,english
h,i,s,t,o,r,y,.,.,.,.,.,.,.,.,.,english
w,e,s,t,.,.,.,.,.,.,.,.,.,.,.,.,english
p,a,y,.,.,.,.,.,.,.,.,.,.,.,.,.,english
r,e,d,.,.,.,.,.,.,.,.,.,.,.,.,.,english
h,a,t,h,.,.,.,.,.,.,.,.,.,.,.,.,english
n,o,t,e,.,.,.,.,.,.,.,.,.,.,.,.,english
a,l,t,h,o,u,g,h,.,.,.,.,.,.,.,.,english
w,a,n,t,e,d,.,.,.,.,.,.,.,.,.,.,english
g,o,l,d,.,.,.,.,.,.,.,.,.,.,.,.,english
m,a,k,e,s,.,.,.,.,.,.,.,.,.,.,.,english
d,e,s,i,r,e,.,.,.,.,.,.,.,.,.,.,english
p,l,a,y,.,.,.,.,.,.,.,.,.,.,.,.,english
m,a,s,t,e,r,.,.,.,.,.,.,.,.,.,.,english
o,f,f,i,c,e,.,.,.,.,.,.,.,.,.,.,english
t,r,i,e,d,.,.,.,.,.,.,.,.,.,.,.,english
f,r,o,n,t,.,.,.,.,.,.,.,.,.,.,.,english
b,i,g,.,.,.,.,.,.,.,.,.,.,.,.,.,english
d,r,.,.,.,.,.,.,.,.,.,.,.,.,.,.,english
l,i,v,e,d,.,.,.,.,.,.,.,.,.,.,.,english
c,e,r,t,a,i,n,l,y,.,.,.,.,.,.,.,english
w,i,n,d,.,.,.,.,.,.,.,.,.,.,.,.,english
r,e,c,e,i,v,e,.,.,.,.,.,.,.,.,.,english
a,t,t,e,n,t,i,o,n,.,.,.,.,.,.,.,english
g,o,v,e,r,n,m,e,n,t,.,.,.,.,.,.,english
u,n,t,o,.,.,.,.,.,.,.,.,.,.,.,.,english
c,h,u,r,c,h,.,.,.,.,.,.,.,.,.,.,english
s,t,r,e,n,g,t,h,.,.,.,.,.,.,.,.,english
l,e,n,g,t,h,.,.,.,.,.,.,.,.,.,.,english
c,o,m,p,a,n,y,.,.,.,.,.,.,.,.,.,english
p,l,a,c,e,d,.,.,.,.,.,.,.,.,.,.,english
p,a,p,e,r,.,.,.,.,.,.,.,.,.,.,.,english
l,e,t,t,e,r,s,.,.,.,.,.,.,.,.,.,english
p,r,o,b,a,b,l,y,.,.,.,.,.,.,.,.,english
g,l,a,d,.,.,.,.,.,.,.,.,.,.,.,.,english
i,m,p,o,r,t,a,n,t,.,.,.,.,.,.,.,english
e,s,p,e,c,i,a,l,l,y,.,.,.,.,.,.,english
g,r,e,a,t,e,r,.,.,.,.,.,.,.,.,.,english
y,o,u,r,s,e,l,f,.,.,.,.,.,.,.,.,english
f,e,l,l,o,w,.,.,.,.,.,.,.,.,.,.,english
b,e,a,r,.,.,.,.,.,.,.,.,.,.,.,.,english
o,p,i,n,i,o,n,.,.,.,.,.,.,.,.,.,english
w,i,n,d,o,w,.,.,.,.,.,.,.,.,.,.,english
r,a,n,.,.,.,.,.,.,.,.,.,.,.,.,.,english
f,a,i,t,h,.,.,.,.,.,.,.,.,.,.,.,english
a,g,o,.,.,.,.,.,.,.,.,.,.,.,.,.,english
a,g,r,e,e,m,e,n,t,.,.,.,.,.,.,.,english
c,h,a,r,g,e,.,.,.,.,.,.,.,.,.,.,english
b,e,a,u,t,y,.,.,.,.,.,.,.,.,.,.,english
l,i,p,s,.,.,.,.,.,.,.,.,.,.,.,.,english
r,e,m,a,i,n,e,d,.,.,.,.,.,.,.,.,english
a,r,m,.,.,.,.,.,.,.,.,.,.,.,.,.,english
l,a,t,t,e,r,.,.,.,.,.,.,.,.,.,.,english
d,u,t,y,.,.,.,.,.,.,.,.,.,.,.,.,english
s,e,n,d,.,.,.,.,.,.,.,.,.,.,.,.,english
d,i,s,t,a,n,c,e,.,.,.,.,.,.,.,.,english
s,i,l,e,n,c,e,.,.,.,.,.,.,.,.,.,english
f,o,o,t,.,.,.,.,.,.,.,.,.,.,.,.,english
w,i,l,d,.,.,.,.,.,.,.,.,.,.,.,.,english
o,b,j,e,c,t,.,.,.,.,.,.,.,.,.,.,english
d,i,e,.,.,.,.,.,.,.,.,.,.,.,.,.,english
s,a,v,e,.,.,.,.,.,.,.,.,.,.,.,.,english
g,e,n,t,l,e,m,a,n,.,.,.,.,.,.,.,english
t,r,e,e,s,.,.,.,.,.,.,.,.,.,.,.,english
g,r,e,e,n,.,.,.,.,.,.,.,.,.,.,.,english
t,r,o,u,b,l,e,.,.,.,.,.,.,.,.,.,english
s,m,i,l,e,.,.,.,.,.,.,.,.,.,.,.,english
b,o,o,k,s,.,.,.,.,.,.,.,.,.,.,.,english
w,r,o,n,g,.,.,.,.,.,.,.,.,.,.,.,english
v,a,r,i,o,u,s,.,.,.,.,.,.,.,.,.,english
s,l,e,e,p,.,.,.,.,.,.,.,.,.,.,.,english
p,e,r,s,o,n,s,.,.,.,.,.,.,.,.,.,english
b,l,o,c,k,q,u,o,t,e,.,.,.,.,.,.,english
h,a,p,p,e,n,e,d,.,.,.,.,.,.,.,.,english
p,a,r,t,i,c,u,l,a,r,.,.,.,.,.,.,english
d,r,e,w,.,.,.,.,.,.,.,.,.,.,.,.,english
m,i,n,u,t,e,s,.,.,.,.,.,.,.,.,.,english
h,a,r,d,l,y,.,.,.,.,.,.,.,.,.,.,english
w,a,l,k,e,d,.,.,.,.,.,.,.,.,.,.,english
c,h,i,e,f,.,.,.,.,.,.,.,.,.,.,.,english
c,h,a,n,c,e,.,.,.,.,.,.,.,.,.,.,english
a,c,c,o,r,d,i,n,g,.,.,.,.,.,.,.,english
b,e,g,i,n,n,i,n,g,.,.,.,.,.,.,.,english
a,c,t,i,o,n,.,.,.,.,.,.,.,.,.,.,english
d,e,a,l,.,.,.,.,.,.,.,.,.,.,.,.,english
l,o,v,e,d,.,.,.,.,.,.,.,.,.,.,.,english
v,i,s,i,t,.,.,.,.,.,.,.,.,.,.,.,english
t,h,i,n,k,i,n,g,.,.,.,.,.,.,.,.,english
f,o,l,l,o,w,.,.,.,.,.,.,.,.,.,.,english
s,t,a,n,d,i,n,g,.,.,.,.,.,.,.,.,english
k,n,o,w,s,.,.,.,.,.,.,.,.,.,.,.,english
t,r,y,.,.,.,.,.,.,.,.,.,.,.,.,.,english
p,r,e,s,e,n,c,e,.,.,.,.,.,.,.,.,english
h,e,a,v,y,.,.,.,.,.,.,.,.,.,.,.,english
s,w,e,e,t,.,.,.,.,.,.,.,.,.,.,.,english
p,l,a,i,n,.,.,.,.,.,.,.,.,.,.,.,english
d,o,n,a,t,i,o,n,s,.,.,.,.,.,.,.,english
i,m,m,e,d,i,a,t,e,l,y,.,.,.,.,.,english
w,r,o,t,e,.,.,.,.,.,.,.,.,.,.,.,english
m,o,u,t,h,.,.,.,.,.,.,.,.,.,.,.,english
r,i,c,h,.,.,.,.,.,.,.,.,.,.,.,.,english
t,h,o,u,g,h,t,s,.,.,.,.,.,.,.,.,english
m,o,n,t,h,s,.,.,.,.,.,.,.,.,.,.,english
u,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,english
a,f,r,a,i,d,.,.,.,.,.,.,.,.,.,.,english
p,a,r,i,s,.,.,.,.,.,.,.,.,.,.,.,english
s,i,n,g,l,e,.,.,.,.,.,.,.,.,.,.,english
j,o,y,.,.,.,.,.,.,.,.,.,.,.,.,.,english
e,n,e,m,y,.,.,.,.,.,.,.,.,.,.,.,english
b,r,o,k,e,n,.,.,.,.,.,.,.,.,.,.,english
u,n,l,e,s,s,.,.,.,.,.,.,.,.,.,.,english
s,t,a,t,e,s,.,.,.,.,.,.,.,.,.,.,english
s,h,i,p,.,.,.,.,.,.,.,.,.,.,.,.,english
c,o,n,d,i,t,i,o,n,.,.,.,.,.,.,.,english
c,a,r,r,y,.,.,.,.,.,.,.,.,.,.,.,english
e,x,c,l,a,i,m,e,d,.,.,.,.,.,.,.,english
i,n,c,l,u,d,i,n,g,.,.,.,.,.,.,.,english
f,i,l,l,e,d,.,.,.,.,.,.,.,.,.,.,english
s,e,e,i,n,g,.,.,.,.,.,.,.,.,.,.,english
i,n,f,l,u,e,n,c,e,.,.,.,.,.,.,.,english
w,r,i,t,e,.,.,.,.,.,.,.,.,.,.,.,english
b,o,y,s,.,.,.,.,.,.,.,.,.,.,.,.,english
a,p,p,e,a,r,.,.,.,.,.,.,.,.,.,.,english
o,u,t,s,i,d,e,.,.,.,.,.,.,.,.,.,english
s,e,c,r,e,t,.,.,.,.,.,.,.,.,.,.,english
p,a,r,t,s,.,.,.,.,.,.,.,.,.,.,.,english
p,l,e,a,s,e,.,.,.,.,.,.,.,.,.,.,english
a,p,p,e,a,r,a,n,c,e,.,.,.,.,.,.,english
e,v,i,l,.,.,.,.,.,.,.,.,.,.,.,.,english
m,a,r,c,h,.,.,.,.,.,.,.,.,.,.,.,english
g,e,o,r,g,e,.,.,.,.,.,.,.,.,.,.,english
w,h,a,t,e,v,e,r,.,.,.,.,.,.,.,.,english
s,l,o,w,l,y,.,.,.,.,.,.,.,.,.,.,english
t,e,a,r,s,.,.,.,.,.,.,.,.,.,.,.,english
h,o,r,s,e,s,.,.,.,.,.,.,.,.,.,.,english
p,l,a,c,e,s,.,.,.,.,.,.,.,.,.,.,english
c,a,u,g,h,t,.,.,.,.,.,.,.,.,.,.,english
s,t,a,y,.,.,.,.,.,.,.,.,.,.,.,.,english
i,n,s,t,e,a,d,.,.,.,.,.,.,.,.,.,english
s,t,r,u,c,k,.,.,.,.,.,.,.,.,.,.,english
b,l,u,e,.,.,.,.,.,.,.,.,.,.,.,.,english
y,o,r,k,.,.,.,.,.,.,.,.,.,.,.,.,english
i,m,p,o,s,s,i,b,l,e,.,.,.,.,.,.,english
p,e,r,i,o,d,.,.,.,.,.,.,.,.,.,.,english
s,i,s,t,e,r,.,.,.,.,.,.,.,.,.,.,english
b,a,t,t,l,e,.,.,.,.,.,.,.,.,.,.,english
s,c,h,o,o,l,.,.,.,.,.,.,.,.,.,.,english
m,a,r,y,.,.,.,.,.,.,.,.,.,.,.,.,english
r,a,i,s,e,d,.,.,.,.,.,.,.,.,.,.,english
o,c,c,a,s,i,o,n,.,.,.,.,.,.,.,.,english
m,a,r,r,i,e,d,.,.,.,.,.,.,.,.,.,english
f,o,r,m,e,r,.,.,.,.,.,.,.,.,.,.,english
f,o,o,d,.,.,.,.,.,.,.,.,.,.,.,.,english
y,o,u,t,h,.,.,.,.,.,.,.,.,.,.,.,english
l,e,a,r,n,e,d,.,.,.,.,.,.,.,.,.,english
m,e,r,e,l,y,.,.,.,.,.,.,.,.,.,.,english
r,e,a,c,h,.,.,.,.,.,.,.,.,.,.,.,english
s,y,s,t,e,m,.,.,.,.,.,.,.,.,.,.,english
t,w,e,n,t,y,.,.,.,.,.,.,.,.,.,.,english
d,i,n,n,e,r,.,.,.,.,.,.,.,.,.,.,english
q,u,i,e,t,.,.,.,.,.,.,.,.,.,.,.,english
e,a,s,i,l,y,.,.,.,.,.,.,.,.,.,.,english
m,o,v,e,d,.,.,.,.,.,.,.,.,.,.,.,english
a,f,t,e,r,w,a,r,d,s,.,.,.,.,.,.,english
g,i,v,i,n,g,.,.,.,.,.,.,.,.,.,.,english
w,a,l,k,.,.,.,.,.,.,.,.,.,.,.,.,english
s,t,o,p,p,e,d,.,.,.,.,.,.,.,.,.,english
l,a,u,g,h,e,d,.,.,.,.,.,.,.,.,.,english
l,a,n,g,u,a,g,e,.,.,.,.,.,.,.,.,english
e,x,p,r,e,s,s,i,o,n,.,.,.,.,.,.,english
w,e,e,k,.,.,.,.,.,.,.,.,.,.,.,.,english
h,a,l,l,.,.,.,.,.,.,.,.,.,.,.,.,english
d,a,n,g,e,r,.,.,.,.,.,.,.,.,.,.,english
p,r,o,p,e,r,t,y,.,.,.,.,.,.,.,.,english
w,o,n,d,e,r,.,.,.,.,.,.,.,.,.,.,english
u,s,u,a,l,.,.,.,.,.,.,.,.,.,.,.,english
f,i,g,u,r,e,.,.,.,.,.,.,.,.,.,.,english
b,o,r,n,.,.,.,.,.,.,.,.,.,.,.,.,english
c,o,u,r,t,.,.,.,.,.,.,.,.,.,.,.,english
g,e,n,e,r,a,l,l,y,.,.,.,.,.,.,.,english
g,r,e,w,.,.,.,.,.,.,.,.,.,.,.,.,english
s,h,o,w,e,d,.,.,.,.,.,.,.,.,.,.,english
g,e,t,t,i,n,g,.,.,.,.,.,.,.,.,.,english
a,n,c,i,e,n,t,.,.,.,.,.,.,.,.,.,english
r,e,s,p,e,c,t,.,.,.,.,.,.,.,.,.,english
t,h,i,r,d,.,.,.,.,.,.,.,.,.,.,.,english
w,o,r,t,h,.,.,.,.,.,.,.,.,.,.,.,english
s,i,m,p,l,e,.,.,.,.,.,.,.,.,.,.,english
t,r,e,e,.,.,.,.,.,.,.,.,.,.,.,.,english
l,e,a,v,i,n,g,.,.,.,.,.,.,.,.,.,english
r,e,m,a,i,n,.,.,.,.,.,.,.,.,.,.,english
s,o,c,i,e,t,y,.,.,.,.,.,.,.,.,.,english
f,i,g,h,t,.,.,.,.,.,.,.,.,.,.,.,english
w,a,l,l,.,.,.,.,.,.,.,.,.,.,.,.,english
r,e,s,u,l,t,.,.,.,.,.,.,.,.,.,.,english
h,e,a,v,e,n,.,.,.,.,.,.,.,.,.,.,english
w,i,l,l,i,a,m,.,.,.,.,.,.,.,.,.,english
s,t,a,r,t,e,d,.,.,.,.,.,.,.,.,.,english
c,o,m,m,a,n,d,.,.,.,.,.,.,.,.,.,english
t,o,n,e,.,.,.,.,.,.,.,.,.,.,.,.,english
r,e,g,a,r,d,.,.,.,.,.,.,.,.,.,.,english
e,x,p,e,c,t,e,d,.,.,.,.,.,.,.,.,english
m,e,r,e,.,.,.,.,.,.,.,.,.,.,.,.,english
m,o,n,t,h,.,.,.,.,.,.,.,.,.,.,.,english
b,e,s,i,d,e,.,.,.,.,.,.,.,.,.,.,english
s,i,l,e,n,t,.,.,.,.,.,.,.,.,.,.,english
p,e,r,f,e,c,t,.,.,.,.,.,.,.,.,.,english
e,x,p,e,r,i,e,n,c,e,.,.,.,.,.,.,english
s,t,r,e,e,t,.,.,.,.,.,.,.,.,.,.,english
w,r,i,t,i,n,g,.,.,.,.,.,.,.,.,.,english
g,o,e,s,.,.,.,.,.,.,.,.,.,.,.,.,english
c,i,r,c,u,m,s,t,a,n,c,e,s,.,.,.,english
e,n,t,i,r,e,l,y,.,.,.,.,.,.,.,.,english
f,r,e,s,h,.,.,.,.,.,.,.,.,.,.,.,english
d,u,k,e,.,.,.,.,.,.,.,.,.,.,.,.,english
c,o,v,e,r,e,d,.,.,.,.,.,.,.,.,.,english
b,o,u,n,d,.,.,.,.,.,.,.,.,.,.,.,english
e,a,s,t,.,.,.,.,.,.,.,.,.,.,.,.,english
w,o,o,d,.,.,.,.,.,.,.,.,.,.,.,.,english
s,t,o,n,e,.,.,.,.,.,.,.,.,.,.,.,english
q,u,i,c,k,l,y,.,.,.,.,.,.,.,.,.,english
n,o,t,i,c,e,.,.,.,.,.,.,.,.,.,.,english
b,r,i,g,h,t,.,.,.,.,.,.,.,.,.,.,english
c,h,r,i,s,t,.,.,.,.,.,.,.,.,.,.,english
b,o,a,t,.,.,.,.,.,.,.,.,.,.,.,.,english
n,o,b,l,e,.,.,.,.,.,.,.,.,.,.,.,english
m,e,a,n,t,.,.,.,.,.,.,.,.,.,.,.,english
s,o,m,e,w,h,a,t,.,.,.,.,.,.,.,.,english
s,u,d,d,e,n,.,.,.,.,.,.,.,.,.,.,english
v,a,l,u,e,.,.,.,.,.,.,.,.,.,.,.,english
d,i,r,e,c,t,i,o,n,.,.,.,.,.,.,.,english
c,h,a,i,r,.,.,.,.,.,.,.,.,.,.,.,english
d,u,e,.,.,.,.,.,.,.,.,.,.,.,.,.,english
s,u,p,p,o,r,t,.,.,.,.,.,.,.,.,.,english
t,o,m,.,.,.,.,.,.,.,.,.,.,.,.,.,english
d,a,t,e,.,.,.,.,.,.,.,.,.,.,.,.,english
w,a,i,t,i,n,g,.,.,.,.,.,.,.,.,.,english
c,h,r,i,s,t,i,a,n,.,.,.,.,.,.,.,english
v,i,l,l,a,g,e,.,.,.,.,.,.,.,.,.,english
l,i,v,e,s,.,.,.,.,.,.,.,.,.,.,.,english
r,e,a,d,i,n,g,.,.,.,.,.,.,.,.,.,english
a,g,r,e,e,.,.,.,.,.,.,.,.,.,.,.,english
l,i,n,e,s,.,.,.,.,.,.,.,.,.,.,.,english
c,o,n,s,i,d,e,r,e,d,.,.,.,.,.,.,english
f,i,e,l,d,.,.,.,.,.,.,.,.,.,.,.,english
o,b,s,e,r,v,e,d,.,.,.,.,.,.,.,.,english
s,c,a,r,c,e,l,y,.,.,.,.,.,.,.,.,english
w,i,s,h,e,d,.,.,.,.,.,.,.,.,.,.,english
w,a,i,t,.,.,.,.,.,.,.,.,.,.,.,.,english
g,r,e,a,t,e,s,t,.,.,.,.,.,.,.,.,english
p,e,r,m,i,s,s,i,o,n,.,.,.,.,.,.,english
s,u,c,c,e,s,s,.,.,.,.,.,.,.,.,.,english
p,i,e,c,e,.,.,.,.,.,.,.,.,.,.,.,english
b,r,i,t,i,s,h,.,.,.,.,.,.,.,.,.,english
e,x,.,.,.,.,.,.,.,.,.,.,.,.,.,.,english
c,h,a,r,l,e,s,.,.,.,.,.,.,.,.,.,english
f,o,r,m,e,d,.,.,.,.,.,.,.,.,.,.,english
s,p,e,a,k,i,n,g,.,.,.,.,.,.,.,.,english
